1, 2.26221, 1.86029, EDDI, P32N21BTN77PW, 2022-09-30 16:56:52,
7548, 4.52727, -1.44692, EDDI, P32N21BTN77PW, 2022-09-30 19:02:39,
7549, 2.40286, -3.56961, EDDI, P32N21BTN77PW, 2022-09-30 19:02:40,
7550, 3.80974, -2.1609, EDDI, P32N21BTN77PW, 2022-09-30 19:02:41,
7551, 2.23917, -3.72955, EDDI, P32N21BTN77PW, 2022-09-30 19:02:42,
7552, 3.03308, -2.93361, EDDI, P32N21BTN77PW, 2022-09-30 19:02:43,
7553, 1.93324, -4.03132, EDDI, P32N21BTN77PW, 2022-09-30 19:02:44,
7554, 4.13191, -1.83042, EDDI, P32N21BTN77PW, 2022-09-30 19:02:45,
7555, 3.58508, -2.37492, EDDI, P32N21BTN77PW, 2022-09-30 19:02:46,
7556, 3.10465, -2.85291, EDDI, P32N21BTN77PW, 2022-09-30 19:02:47,
7557, 3.15951, -2.79553, EDDI, P32N21BTN77PW, 2022-09-30 19:02:48,
7558, 4.14391, -1.80848, EDDI, P32N21BTN77PW, 2022-09-30 19:02:49,
7559, 3.34906, -2.60059, EDDI, P32N21BTN77PW, 2022-09-30 19:02:50,
7560, 1.60461, -4.3422, EDDI, P32N21BTN77PW, 2022-09-30 19:02:51,
7561, 3.81125, -2.13262, EDDI, P32N21BTN77PW, 2022-09-30 19:02:52,
7562, 4.5307, -1.41014, EDDI, P32N21BTN77PW, 2022-09-30 19:02:53,
7563, 3.82641, -2.11128, EDDI, P32N21BTN77PW, 2022-09-30 19:02:54,
7564, 2.93187, -3.00258, EDDI, P32N21BTN77PW, 2022-09-30 19:02:55,
7565, 2.65211, -3.27899, EDDI, P32N21BTN77PW, 2022-09-30 19:02:56,
7566, 3.41543, -2.51223, EDDI, P32N21BTN77PW, 2022-09-30 19:02:57,
7567, 2.53449, -3.38962, EDDI, P32N21BTN77PW, 2022-09-30 19:02:58,
7568, 3.47198, -2.44848, EDDI, P32N21BTN77PW, 2022-09-30 19:02:59,
7569, 2.33336, -3.58336, EDDI, P32N21BTN77PW, 2022-09-30 19:03:00,
7570, 2.95225, -2.96061, EDDI, P32N21BTN77PW, 2022-09-30 19:03:01,
7571, 2.18774, -3.72117, EDDI, P32N21BTN77PW, 2022-09-30 19:03:02,
7572, 2.6787, -3.22615, EDDI, P32N21BTN77PW, 2022-09-30 19:03:03,
7573, 2.53447, -3.36623, EDDI, P32N21BTN77PW, 2022-09-30 19:03:04,
7574, 1.70217, -4.19428, EDDI, P32N21BTN77PW, 2022-09-30 19:03:05,
7575, 2.06386, -3.82824, EDDI, P32N21BTN77PW, 2022-09-30 19:03:06,
7576, 3.42082, -2.46683, EDDI, P32N21BTN77PW, 2022-09-30 19:03:07,
7577, 3.45282, -2.43027, EDDI, P32N21BTN77PW, 2022-09-30 19:03:08,
7578, 2.94704, -2.9314, EDDI, P32N21BTN77PW, 2022-09-30 19:03:09,
7579, 2.32735, -3.54634, EDDI, P32N21BTN77PW, 2022-09-30 19:03:10,
7580, 1.87881, -3.99002, EDDI, P32N21BTN77PW, 2022-09-30 19:03:11,
7581, 2.46131, -3.40257, EDDI, P32N21BTN77PW, 2022-09-30 19:03:12,
7582, 3.11618, -2.74265, EDDI, P32N21BTN77PW, 2022-09-30 19:03:13,
7583, 4.25534, -1.59834, EDDI, P32N21BTN77PW, 2022-09-30 19:03:14,
7584, 3.0747, -2.77372, EDDI, P32N21BTN77PW, 2022-09-30 19:03:15,
7585, 3.82668, -2.01639, EDDI, P32N21BTN77PW, 2022-09-30 19:03:16,
7586, 1.28014, -4.55748, EDDI, P32N21BTN77PW, 2022-09-30 19:03:17,
7587, 2.43067, -3.4014, EDDI, P32N21BTN77PW, 2022-09-30 19:03:18,
7588, 0.763148, -5.06327, EDDI, P32N21BTN77PW, 2022-09-30 19:03:19,
7589, 1.41572, -4.40495, EDDI, P32N21BTN77PW, 2022-09-30 19:03:20,
7590, 1.83638, -3.97844, EDDI, P32N21BTN77PW, 2022-09-30 19:03:21,
7591, 1.90262, -3.90625, EDDI, P32N21BTN77PW, 2022-09-30 19:03:22,
7592, 2.05901, -3.74382, EDDI, P32N21BTN77PW, 2022-09-30 19:03:23,
7593, 4.51698, -1.2797, EDDI, P32N21BTN77PW, 2022-09-30 19:03:24,
7594, 0.845628, -4.94481, EDDI, P32N21BTN77PW, 2022-09-30 19:03:25,
7595, 0.0879777, -5.69612, EDDI, P32N21BTN77PW, 2022-09-30 19:03:26,
7596, 2.61842, -3.15924, EDDI, P32N21BTN77PW, 2022-09-30 19:03:27,
7597, 1.84513, -3.92599, EDDI, P32N21BTN77PW, 2022-09-30 19:03:28,
7598, 1.1858, -4.57868, EDDI, P32N21BTN77PW, 2022-09-30 19:03:29,
7599, 2.50915, -3.24861, EDDI, P32N21BTN77PW, 2022-09-30 19:03:30,
7600, 3.13023, -2.62069, EDDI, P32N21BTN77PW, 2022-09-30 19:03:31,
7601, 3.03569, -2.7083, EDDI, P32N21BTN77PW, 2022-09-30 19:03:32,
7602, 1.90892, -3.82804, EDDI, P32N21BTN77PW, 2022-09-30 19:03:33,
7603, 2.74517, -2.98467, EDDI, P32N21BTN77PW, 2022-09-30 19:03:34,
7604, 4.30132, -1.4213, EDDI, P32N21BTN77PW, 2022-09-30 19:03:35,
7605, 3.617, -2.0983, EDDI, P32N21BTN77PW, 2022-09-30 19:03:36,
7606, 2.23039, -3.4775, EDDI, P32N21BTN77PW, 2022-09-30 19:03:37,
7607, 2.6147, -3.08568, EDDI, P32N21BTN77PW, 2022-09-30 19:03:38,
7608, 3.47117, -2.2216, EDDI, P32N21BTN77PW, 2022-09-30 19:03:39,
7609, 2.3322, -3.35286, EDDI, P32N21BTN77PW, 2022-09-30 19:03:40,
7610, 0.978731, -4.69852, EDDI, P32N21BTN77PW, 2022-09-30 19:03:41,
7611, 4.75871, -0.910645, EDDI, P32N21BTN77PW, 2022-09-30 19:03:42,
7612, 4.33498, -1.32638, EDDI, P32N21BTN77PW, 2022-09-30 19:03:43,
7613, 4.83038, -0.822894, EDDI, P32N21BTN77PW, 2022-09-30 19:03:44,
7614, 1.66631, -3.97877, EDDI, P32N21BTN77PW, 2022-09-30 19:03:45,
7615, 1.15117, -4.48564, EDDI, P32N21BTN77PW, 2022-09-30 19:03:46,
7616, 2.8683, -2.76013, EDDI, P32N21BTN77PW, 2022-09-30 19:03:47,
7617, 1.64107, -3.97888, EDDI, P32N21BTN77PW, 2022-09-30 19:03:48,
7618, 3.459, -2.15238, EDDI, P32N21BTN77PW, 2022-09-30 19:03:49,
7619, 2.87813, -2.7246, EDDI, P32N21BTN77PW, 2022-09-30 19:03:50,
7620, 4.22685, -1.36712, EDDI, P32N21BTN77PW, 2022-09-30 19:03:51,
7621, 3.72697, -1.85815, EDDI, P32N21BTN77PW, 2022-09-30 19:03:52,
7622, 2.05565, -3.52052, EDDI, P32N21BTN77PW, 2022-09-30 19:03:53,
7623, 2.17395, -3.39318, EDDI, P32N21BTN77PW, 2022-09-30 19:03:54,
7624, 1.94093, -3.61707, EDDI, P32N21BTN77PW, 2022-09-30 19:03:55,
7625, 2.56708, -2.98168, EDDI, P32N21BTN77PW, 2022-09-30 19:03:56,
7626, 2.3325, -3.20694, EDDI, P32N21BTN77PW, 2022-09-30 19:03:57,
7627, 2.88988, -2.64015, EDDI, P32N21BTN77PW, 2022-09-30 19:03:58,
7628, 1.60293, -3.91758, EDDI, P32N21BTN77PW, 2022-09-30 19:03:59,
7629, 3.84229, -1.66862, EDDI, P32N21BTN77PW, 2022-09-30 19:04:00,
7630, 3.71062, -1.7906, EDDI, P32N21BTN77PW, 2022-09-30 19:04:01,
7631, 3.9693, -1.52213, EDDI, P32N21BTN77PW, 2022-09-30 19:04:02,
7632, 2.16358, -3.31797, EDDI, P32N21BTN77PW, 2022-09-30 19:04:03,
7633, 3.84823, -1.62335, EDDI, P32N21BTN77PW, 2022-09-30 19:04:04,
7634, 2.32846, -3.13305, EDDI, P32N21BTN77PW, 2022-09-30 19:04:05,
7635, 2.08584, -3.36551, EDDI, P32N21BTN77PW, 2022-09-30 19:04:06,
7636, 2.69891, -2.74219, EDDI, P32N21BTN77PW, 2022-09-30 19:04:07,
7637, 3.81528, -1.61548, EDDI, P32N21BTN77PW, 2022-09-30 19:04:08,
7638, 2.53376, -2.88656, EDDI, P32N21BTN77PW, 2022-09-30 19:04:09,
7639, 2.70537, -2.70443, EDDI, P32N21BTN77PW, 2022-09-30 19:04:10,
7640, 2.50627, -2.89292, EDDI, P32N21BTN77PW, 2022-09-30 19:04:11,
7641, 1.45221, -3.93627, EDDI, P32N21BTN77PW, 2022-09-30 19:04:12,
7642, 2.25598, -3.1217, EDDI, P32N21BTN77PW, 2022-09-30 19:04:13,
7643, 2.74999, -2.6168, EDDI, P32N21BTN77PW, 2022-09-30 19:04:14,
7644, 0.997559, -4.35826, EDDI, P32N21BTN77PW, 2022-09-30 19:04:15,
7645, 1.99322, -3.35153, EDDI, P32N21BTN77PW, 2022-09-30 19:04:16,
7646, 3.85042, -1.48317, EDDI, P32N21BTN77PW, 2022-09-30 19:04:17,
7647, 2.40698, -2.91537, EDDI, P32N21BTN77PW, 2022-09-30 19:04:18,
7648, 3.00871, -2.3023, EDDI, P32N21BTN77PW, 2022-09-30 19:04:19,
7649, 4.31964, -0.979946, EDDI, P32N21BTN77PW, 2022-09-30 19:04:20,
7650, 5.28934, 0.00126725, EDDI, P32N21BTN77PW, 2022-09-30 19:04:21,
7651, 2.42511, -2.85136, EDDI, P32N21BTN77PW, 2022-09-30 19:04:22,
7652, 3.1961, -2.06868, EDDI, P32N21BTN77PW, 2022-09-30 19:04:23,
7653, 0.995654, -4.25735, EDDI, P32N21BTN77PW, 2022-09-30 19:04:24,
7654, 4.17058, -1.07056, EDDI, P32N21BTN77PW, 2022-09-30 19:04:25,
7655, 1.88952, -3.33966, EDDI, P32N21BTN77PW, 2022-09-30 19:04:26,
7656, 3.19154, -2.0256, EDDI, P32N21BTN77PW, 2022-09-30 19:04:27,
7657, 3.35848, -1.84653, EDDI, P32N21BTN77PW, 2022-09-30 19:04:28,
7658, 3.23941, -1.95338, EDDI, P32N21BTN77PW, 2022-09-30 19:04:29,
7659, 1.31461, -3.86588, EDDI, P32N21BTN77PW, 2022-09-30 19:04:30,
7660, 1.44976, -3.71834, EDDI, P32N21BTN77PW, 2022-09-30 19:04:31,
7661, 4.25745, -0.898172, EDDI, P32N21BTN77PW, 2022-09-30 19:04:32,
7662, 1.90251, -3.24056, EDDI, P32N21BTN77PW, 2022-09-30 19:04:33,
7663, 1.46975, -3.66066, EDDI, P32N21BTN77PW, 2022-09-30 19:04:34,
7664, 4.24325, -0.874436, EDDI, P32N21BTN77PW, 2022-09-30 19:04:35,
7665, 3.32728, -1.77759, EDDI, P32N21BTN77PW, 2022-09-30 19:04:36,
7666, 2.12376, -2.96821, EDDI, P32N21BTN77PW, 2022-09-30 19:04:37,
7667, 3.60013, -1.47885, EDDI, P32N21BTN77PW, 2022-09-30 19:04:38,
7668, 3.00631, -2.0596, EDDI, P32N21BTN77PW, 2022-09-30 19:04:39,
7669, 2.78227, -2.27048, EDDI, P32N21BTN77PW, 2022-09-30 19:04:40,
7670, 2.67554, -2.36397, EDDI, P32N21BTN77PW, 2022-09-30 19:04:41,
7671, 4.21081, -0.815375, EDDI, P32N21BTN77PW, 2022-09-30 19:04:42,
7672, 2.87874, -2.13404, EDDI, P32N21BTN77PW, 2022-09-30 19:04:43,
7673, 1.7924, -3.20689, EDDI, P32N21BTN77PW, 2022-09-30 19:04:44,
7674, 5.84295, 0.857237, EDDI, P32N21BTN77PW, 2022-09-30 19:04:45,
7675, 1.33306, -3.63899, EDDI, P32N21BTN77PW, 2022-09-30 19:04:46,
7676, 1.14402, -3.8143, EDDI, P32N21BTN77PW, 2022-09-30 19:04:47,
7677, 3.13849, -1.806, EDDI, P32N21BTN77PW, 2022-09-30 19:04:48,
7678, 2.86943, -2.06116, EDDI, P32N21BTN77PW, 2022-09-30 19:04:49,
7679, 2.89209, -2.02452, EDDI, P32N21BTN77PW, 2022-09-30 19:04:50,
7680, 3.44522, -1.45733, EDDI, P32N21BTN77PW, 2022-09-30 19:04:51,
7681, 0.112603, -4.7758, EDDI, P32N21BTN77PW, 2022-09-30 19:04:52,
7682, 2.24922, -2.62495, EDDI, P32N21BTN77PW, 2022-09-30 19:04:53,
7683, 2.63272, -2.22714, EDDI, P32N21BTN77PW, 2022-09-30 19:04:54,
7684, 1.19408, -3.6514, EDDI, P32N21BTN77PW, 2022-09-30 19:04:55,
7685, 2.55433, -2.27669, EDDI, P32N21BTN77PW, 2022-09-30 19:04:56,
7686, 3.00543, -1.81103, EDDI, P32N21BTN77PW, 2022-09-30 19:04:57,
7687, 3.19334, -1.6085, EDDI, P32N21BTN77PW, 2022-09-30 19:04:58,
7688, 3.42452, -1.36262, EDDI, P32N21BTN77PW, 2022-09-30 19:04:59,
7689, 3.20068, -1.57167, EDDI, P32N21BTN77PW, 2022-09-30 19:05:00,
7690, 3.64351, -1.11398, EDDI, P32N21BTN77PW, 2022-09-30 19:05:01,
7691, 1.52536, -3.21719, EDDI, P32N21BTN77PW, 2022-09-30 19:05:02,
7692, 1.49456, -3.23298, EDDI, P32N21BTN77PW, 2022-09-30 19:05:03,
7693, 2.44285, -2.26959, EDDI, P32N21BTN77PW, 2022-09-30 19:05:04,
7694, 3.34698, -1.35029, EDDI, P32N21BTN77PW, 2022-09-30 19:05:05,
7695, 1.54117, -3.14084, EDDI, P32N21BTN77PW, 2022-09-30 19:05:06,
7696, 3.87554, -0.791154, EDDI, P32N21BTN77PW, 2022-09-30 19:05:07,
7697, 2.01063, -2.64066, EDDI, P32N21BTN77PW, 2022-09-30 19:05:08,
7698, 1.39325, -3.24256, EDDI, P32N21BTN77PW, 2022-09-30 19:05:09,
7699, 0.526629, -4.09363, EDDI, P32N21BTN77PW, 2022-09-30 19:05:10,
7700, 1.51842, -3.08621, EDDI, P32N21BTN77PW, 2022-09-30 19:05:11,
7701, 2.33634, -2.25259, EDDI, P32N21BTN77PW, 2022-09-30 19:05:12,
7702, 1.81032, -2.76283, EDDI, P32N21BTN77PW, 2022-09-30 19:05:13,
7703, 1.52066, -3.03663, EDDI, P32N21BTN77PW, 2022-09-30 19:05:14,
7704, 3.80643, -0.734934, EDDI, P32N21BTN77PW, 2022-09-30 19:05:15,
7705, 2.3953, -2.13007, EDDI, P32N21BTN77PW, 2022-09-30 19:05:16,
7706, 1.94242, -2.56687, EDDI, P32N21BTN77PW, 2022-09-30 19:05:17,
7707, 1.91422, -2.57893, EDDI, P32N21BTN77PW, 2022-09-30 19:05:18,
7708, 2.43969, -2.03723, EDDI, P32N21BTN77PW, 2022-09-30 19:05:19,
7709, 0.498858, -3.96177, EDDI, P32N21BTN77PW, 2022-09-30 19:05:20,
7710, 1.57572, -2.86855, EDDI, P32N21BTN77PW, 2022-09-30 19:05:21,
7711, 2.70543, -1.7224, EDDI, P32N21BTN77PW, 2022-09-30 19:05:22,
7712, 3.33659, -1.07473, EDDI, P32N21BTN77PW, 2022-09-30 19:05:23,
7713, 2.94874, -1.446, EDDI, P32N21BTN77PW, 2022-09-30 19:05:24,
7714, 2.23738, -2.14071, EDDI, P32N21BTN77PW, 2022-09-30 19:05:25,
7715, 3.40766, -0.95371, EDDI, P32N21BTN77PW, 2022-09-30 19:05:26,
7716, 1.95381, -2.39077, EDDI, P32N21BTN77PW, 2022-09-30 19:05:27,
7717, 2.94923, -1.37849, EDDI, P32N21BTN77PW, 2022-09-30 19:05:28,
7718, 0.179682, -4.13111, EDDI, P32N21BTN77PW, 2022-09-30 19:05:29,
7719, 2.03471, -2.25908, EDDI, P32N21BTN77PW, 2022-09-30 19:05:30,
7720, 2.869, -1.40773, EDDI, P32N21BTN77PW, 2022-09-30 19:05:31,
7721, 2.11408, -2.1455, EDDI, P32N21BTN77PW, 2022-09-30 19:05:32,
7722, 1.88538, -2.357, EDDI, P32N21BTN77PW, 2022-09-30 19:05:33,
7723, 0.743166, -3.48194, EDDI, P32N21BTN77PW, 2022-09-30 19:05:34,
7724, 2.4874, -1.72036, EDDI, P32N21BTN77PW, 2022-09-30 19:05:35,
7725, 3.56818, -0.622179, EDDI, P32N21BTN77PW, 2022-09-30 19:05:36,
7726, 1.83749, -2.3354, EDDI, P32N21BTN77PW, 2022-09-30 19:05:37,
7727, 1.5664, -2.58895, EDDI, P32N21BTN77PW, 2022-09-30 19:05:38,
7728, 0.976299, -3.16144, EDDI, P32N21BTN77PW, 2022-09-30 19:05:39,
7729, 0.763686, -3.35638, EDDI, P32N21BTN77PW, 2022-09-30 19:05:40,
7730, 1.33242, -2.76991, EDDI, P32N21BTN77PW, 2022-09-30 19:05:41,
7731, 1.39844, -2.68609, EDDI, P32N21BTN77PW, 2022-09-30 19:05:42,
7732, 0.627688, -3.43897, EDDI, P32N21BTN77PW, 2022-09-30 19:05:43,
7733, 1.16683, -2.8819, EDDI, P32N21BTN77PW, 2022-09-30 19:05:44,
7734, 0.680188, -3.35055, EDDI, P32N21BTN77PW, 2022-09-30 19:05:45,
7735, 0.696962, -3.31571, EDDI, P32N21BTN77PW, 2022-09-30 19:05:46,
7736, 0.395307, -3.59925, EDDI, P32N21BTN77PW, 2022-09-30 19:05:47,
7737, 2.65234, -1.32403, EDDI, P32N21BTN77PW, 2022-09-30 19:05:48,
7738, 2.40813, -1.54999, EDDI, P32N21BTN77PW, 2022-09-30 19:05:49,
7739, 2.39711, -1.54271, EDDI, P32N21BTN77PW, 2022-09-30 19:05:50,
7740, 2.44563, -1.47581, EDDI, P32N21BTN77PW, 2022-09-30 19:05:51,
7741, 1.50601, -2.397, EDDI, P32N21BTN77PW, 2022-09-30 19:05:52,
7742, 2.79632, -1.08819, EDDI, P32N21BTN77PW, 2022-09-30 19:05:53,
7743, 3.27428, -0.59168, EDDI, P32N21BTN77PW, 2022-09-30 19:05:54,
7744, 1.24284, -2.6045, EDDI, P32N21BTN77PW, 2022-09-30 19:05:55,
7745, 0.985441, -2.84323, EDDI, P32N21BTN77PW, 2022-09-30 19:05:56,
7746, 2.63245, -1.17748, EDDI, P32N21BTN77PW, 2022-09-30 19:05:57,
7747, 1.0335, -2.75764, EDDI, P32N21BTN77PW, 2022-09-30 19:05:58,
7748, 0.617963, -3.15433, EDDI, P32N21BTN77PW, 2022-09-30 19:05:59,
7749, 1.10547, -2.64791, EDDI, P32N21BTN77PW, 2022-09-30 19:06:00,
7750, 1.47604, -2.25837, EDDI, P32N21BTN77PW, 2022-09-30 19:06:01,
7751, 2.47233, -1.24306, EDDI, P32N21BTN77PW, 2022-09-30 19:06:02,
7752, 1.24951, -2.44679, EDDI, P32N21BTN77PW, 2022-09-30 19:06:03,
7753, 1.99779, -1.67937, EDDI, P32N21BTN77PW, 2022-09-30 19:06:04,
7754, 1.44444, -2.21353, EDDI, P32N21BTN77PW, 2022-09-30 19:06:05,
7755, 1.96937, -1.66934, EDDI, P32N21BTN77PW, 2022-09-30 19:06:06,
7756, 3.27322, -0.34618, EDDI, P32N21BTN77PW, 2022-09-30 19:06:07,
7757, 2.27375, -1.32629, EDDI, P32N21BTN77PW, 2022-09-30 19:06:08,
7758, 1.13697, -2.44365, EDDI, P32N21BTN77PW, 2022-09-30 19:06:09,
7759, 0.417994, -3.14315, EDDI, P32N21BTN77PW, 2022-09-30 19:06:10,
7760, 0.822419, -2.7192, EDDI, P32N21BTN77PW, 2022-09-30 19:06:11,
7761, 2.11863, -1.4034, EDDI, P32N21BTN77PW, 2022-09-30 19:06:12,
7762, 1.59763, -1.90477, EDDI, P32N21BTN77PW, 2022-09-30 19:06:13,
7763, 2.12968, -1.35303, EDDI, P32N21BTN77PW, 2022-09-30 19:06:14,
7764, 1.11929, -2.34368, EDDI, P32N21BTN77PW, 2022-09-30 19:06:15,
7765, 2.50776, -0.935421, EDDI, P32N21BTN77PW, 2022-09-30 19:06:16,
7766, 0.185798, -3.23753, EDDI, P32N21BTN77PW, 2022-09-30 19:06:17,
7767, 1.60302, -1.80042, EDDI, P32N21BTN77PW, 2022-09-30 19:06:18,
7768, -0.365248, -3.74874, EDDI, P32N21BTN77PW, 2022-09-30 19:06:19,
7769, 1.17419, -2.1893, EDDI, P32N21BTN77PW, 2022-09-30 19:06:20,
7770, 1.99248, -1.35096, EDDI, P32N21BTN77PW, 2022-09-30 19:06:21,
7771, 1.11909, -2.20426, EDDI, P32N21BTN77PW, 2022-09-30 19:06:22,
7772, -0.33212, -3.63532, EDDI, P32N21BTN77PW, 2022-09-30 19:06:23,
7773, 2.03849, -1.24451, EDDI, P32N21BTN77PW, 2022-09-30 19:06:24,
7774, -0.526577, -3.78933, EDDI, P32N21BTN77PW, 2022-09-30 19:06:25,
7775, 0.79055, -2.45191, EDDI, P32N21BTN77PW, 2022-09-30 19:06:26,
7776, 0.855473, -2.36664, EDDI, P32N21BTN77PW, 2022-09-30 19:06:27,
7777, 1.43948, -1.76225, EDDI, P32N21BTN77PW, 2022-09-30 19:06:28,
7778, 1.43888, -1.74241, EDDI, P32N21BTN77PW, 2022-09-30 19:06:29,
7779, 0.358326, -2.80248, EDDI, P32N21BTN77PW, 2022-09-30 19:06:30,
7780, 2.12186, -1.01842, EDDI, P32N21BTN77PW, 2022-09-30 19:06:31,
7781, 3.17784, 0.0581377, EDDI, P32N21BTN77PW, 2022-09-30 19:06:32,
7782, -0.106859, -3.20594, EDDI, P32N21BTN77PW, 2022-09-30 19:06:33,
7783, -0.911098, -3.98952, EDDI, P32N21BTN77PW, 2022-09-30 19:06:34,
7784, 1.0569, -2.00081, EDDI, P32N21BTN77PW, 2022-09-30 19:06:35,
7785, 1.23975, -1.7972, EDDI, P32N21BTN77PW, 2022-09-30 19:06:36,
7786, 0.853847, -2.16231, EDDI, P32N21BTN77PW, 2022-09-30 19:06:37,
7787, 1.48274, -1.51257, EDDI, P32N21BTN77PW, 2022-09-30 19:06:38,
7788, -0.094313, -3.06874, EDDI, P32N21BTN77PW, 2022-09-30 19:06:39,
7789, 0.143027, -2.81047, EDDI, P32N21BTN77PW, 2022-09-30 19:06:40,
7790, -0.781869, -3.7144, EDDI, P32N21BTN77PW, 2022-09-30 19:06:41,
7791, -0.290922, -3.20244, EDDI, P32N21BTN77PW, 2022-09-30 19:06:42,
7792, 0.890825, -1.99964, EDDI, P32N21BTN77PW, 2022-09-30 19:06:43,
7793, 1.38054, -1.48883, EDDI, P32N21BTN77PW, 2022-09-30 19:06:44,
7794, -1.40136, -4.24961, EDDI, P32N21BTN77PW, 2022-09-30 19:06:45,
7795, 1.77701, -1.05006, EDDI, P32N21BTN77PW, 2022-09-30 19:06:46,
7796, 1.40048, -1.40537, EDDI, P32N21BTN77PW, 2022-09-30 19:06:47,
7797, 1.25006, -1.53455, EDDI, P32N21BTN77PW, 2022-09-30 19:06:48,
7798, 0.77238, -1.99093, EDDI, P32N21BTN77PW, 2022-09-30 19:06:49,
7799, -1.04162, -3.7836, EDDI, P32N21BTN77PW, 2022-09-30 19:06:50,
7800, 0.432461, -2.28816, EDDI, P32N21BTN77PW, 2022-09-30 19:06:51,
7801, 0.307129, -2.39208, EDDI, P32N21BTN77PW, 2022-09-30 19:06:52,
7802, 1.72484, -0.952925, EDDI, P32N21BTN77PW, 2022-09-30 19:06:53,
7803, -0.9374, -3.59369, EDDI, P32N21BTN77PW, 2022-09-30 19:06:54,
7804, -0.440801, -3.07558, EDDI, P32N21BTN77PW, 2022-09-30 19:06:55,
7805, 0.688984, -1.92424, EDDI, P32N21BTN77PW, 2022-09-30 19:06:56,
7806, -0.148936, -2.74057, EDDI, P32N21BTN77PW, 2022-09-30 19:06:57,
7807, -0.326348, -2.89636, EDDI, P32N21BTN77PW, 2022-09-30 19:06:58,
7808, 2.16116, -0.387197, EDDI, P32N21BTN77PW, 2022-09-30 19:06:59,
7809, 0.477544, -2.04913, EDDI, P32N21BTN77PW, 2022-09-30 19:07:00,
7810, 0.127049, -2.3779, EDDI, P32N21BTN77PW, 2022-09-30 19:07:01,
7811, 0.230396, -2.2528, EDDI, P32N21BTN77PW, 2022-09-30 19:07:02,
7812, -0.229211, -2.69061, EDDI, P32N21BTN77PW, 2022-09-30 19:07:03,
7813, 0.292325, -2.14725, EDDI, P32N21BTN77PW, 2022-09-30 19:07:04,
7814, 0.162238, -2.25549, EDDI, P32N21BTN77PW, 2022-09-30 19:07:05,
7815, 1.8698, -0.526043, EDDI, P32N21BTN77PW, 2022-09-30 19:07:06,
7816, 0.590292, -1.78363, EDDI, P32N21BTN77PW, 2022-09-30 19:07:07,
7817, 1.10071, -1.25127, EDDI, P32N21BTN77PW, 2022-09-30 19:07:08,
7818, 0.0942735, -2.23573, EDDI, P32N21BTN77PW, 2022-09-30 19:07:09,
7819, 0.661149, -1.64684, EDDI, P32N21BTN77PW, 2022-09-30 19:07:10,
7820, -0.256515, -2.54247, EDDI, P32N21BTN77PW, 2022-09-30 19:07:11,
7821, 0.716493, -1.5474, EDDI, P32N21BTN77PW, 2022-09-30 19:07:12,
7822, 1.37685, -0.864947, EDDI, P32N21BTN77PW, 2022-09-30 19:07:13,
7823, -0.688933, -2.90861, EDDI, P32N21BTN77PW, 2022-09-30 19:07:14,
7824, -0.477066, -2.67459, EDDI, P32N21BTN77PW, 2022-09-30 19:07:15,
7825, 1.01164, -1.16371, EDDI, P32N21BTN77PW, 2022-09-30 19:07:16,
7826, -0.805517, -2.95866, EDDI, P32N21BTN77PW, 2022-09-30 19:07:17,
7827, -0.282955, -2.41387, EDDI, P32N21BTN77PW, 2022-09-30 19:07:18,
7828, 1.27379, -0.834873, EDDI, P32N21BTN77PW, 2022-09-30 19:07:19,
7829, 2.43459, 0.348212, EDDI, P32N21BTN77PW, 2022-09-30 19:07:20,
7830, 0.561873, -1.5022, EDDI, P32N21BTN77PW, 2022-09-30 19:07:21,
7831, 1.61107, -0.430674, EDDI, P32N21BTN77PW, 2022-09-30 19:07:22,
7832, 0.84856, -1.17082, EDDI, P32N21BTN77PW, 2022-09-30 19:07:23,
7833, -0.143735, -2.14074, EDDI, P32N21BTN77PW, 2022-09-30 19:07:24,
7834, 0.165915, -1.80869, EDDI, P32N21BTN77PW, 2022-09-30 19:07:25,
7835, -0.0133518, -1.96553, EDDI, P32N21BTN77PW, 2022-09-30 19:07:26,
7836, 1.0802, -0.849531, EDDI, P32N21BTN77PW, 2022-09-30 19:07:27,
7837, 1.19453, -0.712734, EDDI, P32N21BTN77PW, 2022-09-30 19:07:28,
7838, -1.43618, -3.32095, EDDI, P32N21BTN77PW, 2022-09-30 19:07:29,
7839, 0.358399, -1.50386, EDDI, P32N21BTN77PW, 2022-09-30 19:07:30,
7840, -0.197502, -2.03723, EDDI, P32N21BTN77PW, 2022-09-30 19:07:31,
7841, -0.566747, -2.38393, EDDI, P32N21BTN77PW, 2022-09-30 19:07:32,
7842, 0.543738, -1.25087, EDDI, P32N21BTN77PW, 2022-09-30 19:07:33,
7843, 2.34371, 0.571695, EDDI, P32N21BTN77PW, 2022-09-30 19:07:34,
7844, 0.934919, -0.814486, EDDI, P32N21BTN77PW, 2022-09-30 19:07:35,
7845, -0.107775, -1.83455, EDDI, P32N21BTN77PW, 2022-09-30 19:07:36,
7846, -0.591358, -2.29549, EDDI, P32N21BTN77PW, 2022-09-30 19:07:37,
7847, -0.684914, -2.36638, EDDI, P32N21BTN77PW, 2022-09-30 19:07:38,
7848, 0.193256, -1.46553, EDDI, P32N21BTN77PW, 2022-09-30 19:07:39,
7849, 0.0648876, -1.5712, EDDI, P32N21BTN77PW, 2022-09-30 19:07:40,
7850, 0.741966, -0.87141, EDDI, P32N21BTN77PW, 2022-09-30 19:07:41,
